feature,n_pairs,raw_auc,raw_ci_low,raw_ci_high,gate_auc,gate_ci_low,gate_ci_high,verdict
binoculars_score (Qwen/Qwen2.5-0.5B / Qwen/Qwen2.5-0.5B-Instruct),1810,0.5334145885090774,0.5151631899721235,0.5519831694457144,0.5334145885090774,0.5151631899721235,0.5519831694457144,pass
