n_full,n_subsampled,dist_ci_low,dist_ci_high,dist_mean,trace_ci_low,trace_ci_high,trace_mean,det_ci_low,det_ci_high,det_mean,mean_dist_to_centroid,cov_trace,cov_det,subgroup
24695,200,2.228146563379845,2.699527678521762,2.4222011646264248,5.815231796440003,15.356079275496771,8.37394957691041,0.00045378434011469156,0.4082188252578883,0.06277632081364264,2.4222011646264248,8.37394957691041,0.06277632081364264,human_full
10116,200,2.0425740263745986,2.3200847003756637,2.1659895139195484,4.7144568492931835,8.041430720939417,5.680707445111633,2.2533596392558473e-05,0.0013374573715587152,0.00029176624665025165,2.1659895139195484,5.680707445111633,0.00029176624665025165,human_top_quality_quartile
6614,200,2.495791064950834,3.1965448271716848,2.7722680346992403,7.585986071647871,30.764474515192703,12.686586646076572,0.008534880504372056,8.131949868983394,1.230166053122217,2.7722680346992403,12.686586646076572,1.230166053122217,human_bottom_quality_quartile
2244,200,2.597674112052729,3.1711690039263885,2.8434352325447243,8.052784016545148,19.182410967567158,11.53652368654868,0.0102861593376308,5.17398516057058,0.7830540936376837,2.8434352325447243,11.53652368654868,0.7830540936376837,human_ELL
22451,200,2.1888821005283137,2.620958916275479,2.3695762301510563,5.564684953578426,14.526505326029985,7.853793093557852,0.00022962672174347046,0.26554667048555863,0.02932828287452673,2.3695762301510563,7.853793093557852,0.02932828287452673,human_non_ELL
